mouse_id,sex,order,day,hour,pr_hourly_pellet_intake,nr_hourly_pellet_intake
FEDXA04,M,2,5,16,21,16
FEDXA04,M,2,5,17,21,12
FEDXA04,M,2,5,18,22,9
FEDXA04,M,2,5,19,15,3
FEDXA04,M,2,5,20,3,19
FEDXA04,M,2,5,21,0,0
FEDXA04,M,2,5,22,8,10
FEDXA04,M,2,5,23,11,13
FEDXA04,M,2,6,0,21,0
FEDXA04,M,2,6,1,10,17
FEDXA04,M,2,6,2,11,5
FEDXA04,M,2,6,3,5,7
FEDXA04,M,2,6,4,13,0
FEDXA04,M,2,6,5,0,7
FEDXA04,M,2,6,6,9,0
FEDXA04,M,2,6,7,0,0
FEDXA04,M,2,6,8,6,7
FEDXA04,M,2,6,9,17,0
FEDXA04,M,2,6,10,0,6
FEDXA04,M,2,6,11,7,7
FEDXA04,M,2,6,12,15,10
FEDXA04,M,2,6,13,16,18
FEDXA04,M,2,6,14,33,21
FEDXA04,M,2,6,15,32,32
FEDXA04,M,2,6,16,17,20
FEDXA04,M,2,6,17,23,0
FEDXA04,M,2,6,18,16,21
FEDXA04,M,2,6,19,7,0
FEDXA04,M,2,6,20,18,11
FEDXA04,M,2,6,21,16,9
FEDXA04,M,2,6,22,0,12
FEDXA04,M,2,6,23,13,5
FEDXA05,M,2,0,0,0,0
FEDXA05,M,2,0,1,0,0
FEDXA05,M,2,0,2,0,0
FEDXA05,M,2,0,3,3,5
FEDXA05,M,2,0,4,5,11
FEDXA05,M,2,0,5,10,17
FEDXA05,M,2,0,6,0,0
FEDXA05,M,2,0,7,0,9
FEDXA05,M,2,0,8,4,12
FEDXA05,M,2,0,9,0,0
FEDXA05,M,2,0,10,11,8
FEDXA05,M,2,0,11,1,16
FEDXA05,M,2,0,12,8,15
FEDXA05,M,2,0,13,7,18
FEDXA05,M,2,0,14,18,19
FEDXA05,M,2,0,15,10,22
FEDXA05,M,2,0,16,20,28
FEDXA05,M,2,0,17,2,23
FEDXA05,M,2,0,18,19,16
FEDXA05,M,2,0,19,11,7
FEDXA05,M,2,0,20,2,16
FEDXA05,M,2,0,21,9,9
FEDXA05,M,2,0,22,6,5
FEDXA05,M,2,0,23,8,11
FEDXA05,M,2,1,0,4,14
FEDXA05,M,2,1,1,5,8
FEDXA05,M,2,1,2,10,8
FEDXA05,M,2,1,3,0,2
FEDXA05,M,2,1,4,4,5
FEDXA05,M,2,1,5,6,10
FEDXA05,M,2,1,6,0,0
FEDXA05,M,2,1,7,4,0
FEDXA05,M,2,1,8,0,6
FEDXA05,M,2,1,9,4,7
FEDXA05,M,2,1,10,3,0
FEDXA05,M,2,1,11,5,10
FEDXA05,M,2,1,12,9,10
FEDXA05,M,2,1,13,12,21
FEDXA05,M,2,1,14,11,28
FEDXA05,M,2,1,15,14,25
FEDXA05,M,2,1,16,18,8
FEDXA05,M,2,1,17,9,24
FEDXA05,M,2,1,18,16,27
FEDXA05,M,2,1,19,10,7
FEDXA05,M,2,1,20,3,8
FEDXA05,M,2,1,21,10,8
FEDXA05,M,2,1,22,2,12
FEDXA05,M,2,1,23,8,11
FEDXA05,M,2,2,0,8,20
FEDXA05,M,2,2,1,9,6
FEDXA05,M,2,2,2,0,9
FEDXA05,M,2,2,3,8,5
FEDXA05,M,2,2,4,0,0
FEDXA05,M,2,2,5,9,9
FEDXA05,M,2,2,6,0,0
FEDXA05,M,2,2,7,0,9
FEDXA05,M,2,2,8,6,0
FEDXA05,M,2,2,9,0,7
FEDXA05,M,2,2,10,4,9
FEDXA05,M,2,2,11,6,5
FEDXA05,M,2,2,12,11,13
FEDXA05,M,2,2,13,13,20
FEDXA05,M,2,2,14,13,31
FEDXA05,M,2,2,15,11,15
FEDXA05,M,2,2,16,14,22
FEDXA05,M,2,2,17,14,22
FEDXA05,M,2,2,18,20,8
FEDXA05,M,2,2,19,27,15
FEDXA05,M,2,2,20,10,6
FEDXA05,M,2,2,21,8,14
FEDXA05,M,2,2,22,2,9
FEDXA05,M,2,2,23,11,0
FEDXA05,M,2,3,0,8,10
FEDXA05,M,2,3,1,4,7
FEDXA05,M,2,3,2,14,5
FEDXA05,M,2,3,3,2,14
FEDXA05,M,2,3,4,9,16
FEDXA05,M,2,3,5,0,5
FEDXA05,M,2,3,6,0,0
FEDXA05,M,2,3,7,8,8
FEDXA05,M,2,3,8,1,3
FEDXA05,M,2,3,9,9,0
FEDXA05,M,2,3,10,5,3
FEDXA05,M,2,3,11,4,8
FEDXA05,M,2,3,12,11,15
FEDXA05,M,2,3,13,10,20
FEDXA05,M,2,3,14,18,25
FEDXA05,M,2,3,15,15,12
FEDXA05,M,2,3,16,22,28
FEDXA05,M,2,3,17,19,4
FEDXA05,M,2,3,18,19,29
FEDXA05,M,2,3,19,18,11
FEDXA05,M,2,3,20,9,21
FEDXA05,M,2,3,21,0,5
FEDXA05,M,2,3,22,12,10
FEDXA05,M,2,3,23,3,8
FEDXA05,M,2,4,0,14,13
FEDXA05,M,2,4,1,0,8
FEDXA05,M,2,4,2,12,4
FEDXA05,M,2,4,3,2,8
FEDXA05,M,2,4,4,13,0
FEDXA05,M,2,4,5,14,8
FEDXA05,M,2,4,6,3,0
FEDXA05,M,2,4,7,0,8
FEDXA05,M,2,4,8,12,7
FEDXA05,M,2,4,9,4,0
FEDXA05,M,2,4,10,12,8
FEDXA05,M,2,4,11,12,2
FEDXA05,M,2,4,12,8,12
FEDXA05,M,2,4,13,14,20
FEDXA05,M,2,4,14,22,25
FEDXA05,M,2,4,15,16,25
FEDXA05,M,2,4,16,24,13
FEDXA05,M,2,4,17,14,23
FEDXA05,M,2,4,18,17,11
FEDXA05,M,2,4,19,20,6
FEDXA05,M,2,4,20,4,16
FEDXA05,M,2,4,21,7,3
FEDXA05,M,2,4,22,9,5
FEDXA05,M,2,4,23,0,13
FEDXA05,M,2,5,0,15,16
FEDXA05,M,2,5,1,7,0
FEDXA05,M,2,5,2,17,10
FEDXA05,M,2,5,3,0,4
FEDXA05,M,2,5,4,6,0
FEDXA05,M,2,5,5,8,1
FEDXA05,M,2,5,6,8,6
FEDXA05,M,2,5,7,0,0
FEDXA05,M,2,5,8,5,8
FEDXA05,M,2,5,9,4,6
FEDXA05,M,2,5,10,6,7
FEDXA05,M,2,5,11,6,11
FEDXA05,M,2,5,12,16,15
FEDXA05,M,2,5,13,17,14
FEDXA05,M,2,5,14,20,23
FEDXA05,M,2,5,15,19,4
FEDXA05,M,2,5,16,25,25
FEDXA05,M,2,5,17,17,26
FEDXA05,M,2,5,18,17,11
FEDXA05,M,2,5,19,7,11
FEDXA05,M,2,5,20,11,7
FEDXA05,M,2,5,21,3,14
FEDXA05,M,2,5,22,8,6
FEDXA05,M,2,5,23,7,14
FEDXA05,M,2,6,0,11,10
FEDXA05,M,2,6,1,10,12
FEDXA05,M,2,6,2,8,9
FEDXA05,M,2,6,3,14,2
FEDXA05,M,2,6,4,6,6
FEDXA05,M,2,6,5,8,0
FEDXA05,M,2,6,6,2,1
FEDXA05,M,2,6,7,5,0
FEDXA05,M,2,6,8,6,5
FEDXA05,M,2,6,9,7,0
FEDXA05,M,2,6,10,4,4
FEDXA05,M,2,6,11,10,11
FEDXA05,M,2,6,12,12,7
FEDXA05,M,2,6,13,19,16
FEDXA05,M,2,6,14,20,27
FEDXA05,M,2,6,15,26,23
FEDXA05,M,2,6,16,23,7
FEDXA05,M,2,6,17,18,20
FEDXA05,M,2,6,18,16,18
FEDXA05,M,2,6,19,12,7
FEDXA05,M,2,6,20,11,13
FEDXA05,M,2,6,21,17,8
FEDXA05,M,2,6,22,0,9
FEDXA05,M,2,6,23,14,4
FEDXA06,M,2,0,0,0,0
FEDXA06,M,2,0,1,0,0
FEDXA06,M,2,0,2,0,0
FEDXA06,M,2,0,3,12,6
FEDXA06,M,2,0,4,8,4
FEDXA06,M,2,0,5,12,17
FEDXA06,M,2,0,6,6,1
FEDXA06,M,2,0,7,0,0
FEDXA06,M,2,0,8,9,3
FEDXA06,M,2,0,9,9,6
FEDXA06,M,2,0,10,0,0
FEDXA06,M,2,0,11,8,10
FEDXA06,M,2,0,12,8,7
FEDXA06,M,2,0,13,20,23
FEDXA06,M,2,0,14,18,28
FEDXA06,M,2,0,15,16,19
FEDXA06,M,2,0,16,12,8
FEDXA06,M,2,0,17,15,22
FEDXA06,M,2,0,18,12,14
FEDXA06,M,2,0,19,0,23
FEDXA06,M,2,0,20,18,1
FEDXA06,M,2,0,21,11,17
FEDXA06,M,2,0,22,9,15
FEDXA06,M,2,0,23,12,4
FEDXA06,M,2,1,0,2,7
FEDXA06,M,2,1,1,4,0
FEDXA06,M,2,1,2,6,7
FEDXA06,M,2,1,3,1,0
FEDXA06,M,2,1,4,6,11
FEDXA06,M,2,1,5,0,4
FEDXA06,M,2,1,6,0,0
FEDXA06,M,2,1,7,0,3
FEDXA06,M,2,1,8,12,7
FEDXA06,M,2,1,9,0,0
FEDXA06,M,2,1,10,5,0
FEDXA06,M,2,1,11,0,7
FEDXA06,M,2,1,12,11,3
FEDXA06,M,2,1,13,16,18
FEDXA06,M,2,1,14,17,13
FEDXA06,M,2,1,15,17,28
FEDXA06,M,2,1,16,4,16
FEDXA06,M,2,1,17,21,13
FEDXA06,M,2,1,18,13,22
FEDXA06,M,2,1,19,8,1
FEDXA06,M,2,1,20,2,7
FEDXA06,M,2,1,21,12,18
FEDXA06,M,2,1,22,12,19
FEDXA06,M,2,1,23,11,7
FEDXA06,M,2,2,0,5,6
FEDXA06,M,2,2,1,5,3
FEDXA06,M,2,2,2,0,5
FEDXA06,M,2,2,3,13,4
FEDXA06,M,2,2,4,7,4
FEDXA06,M,2,2,5,0,5
FEDXA06,M,2,2,6,0,0
FEDXA06,M,2,2,7,10,2
FEDXA06,M,2,2,8,0,3
FEDXA06,M,2,2,9,0,0
FEDXA06,M,2,2,10,4,4
FEDXA06,M,2,2,11,1,0
FEDXA06,M,2,2,12,11,8
FEDXA06,M,2,2,13,20,16
FEDXA06,M,2,2,14,9,27
FEDXA06,M,2,2,15,18,16
FEDXA06,M,2,2,16,19,8
FEDXA06,M,2,2,17,8,20
FEDXA06,M,2,2,18,14,16
FEDXA06,M,2,2,19,16,6
FEDXA06,M,2,2,20,8,10
FEDXA06,M,2,2,21,8,9
FEDXA06,M,2,2,22,11,9
FEDXA06,M,2,2,23,12,3
FEDXA06,M,2,3,0,11,11
FEDXA06,M,2,3,1,3,5
FEDXA06,M,2,3,2,6,4
FEDXA06,M,2,3,3,4,6
FEDXA06,M,2,3,4,2,7
FEDXA06,M,2,3,5,5,0
FEDXA06,M,2,3,6,1,0
FEDXA06,M,2,3,7,7,5
FEDXA06,M,2,3,8,1,0
FEDXA06,M,2,3,9,5,4
FEDXA06,M,2,3,10,4,0
FEDXA06,M,2,3,11,0,4
FEDXA06,M,2,3,12,8,6
FEDXA06,M,2,3,13,17,21
FEDXA06,M,2,3,14,17,22
FEDXA06,M,2,3,15,17,7
FEDXA06,M,2,3,16,7,22
FEDXA06,M,2,3,17,18,13
FEDXA06,M,2,3,18,13,14
FEDXA06,M,2,3,19,13,5
FEDXA06,M,2,3,20,8,11
FEDXA06,M,2,3,21,13,6
FEDXA06,M,2,3,22,9,14
FEDXA06,M,2,3,23,13,17
FEDXA06,M,2,4,0,4,2
FEDXA06,M,2,4,1,6,3
FEDXA06,M,2,4,2,3,1
FEDXA06,M,2,4,3,6,7
FEDXA06,M,2,4,4,3,9
FEDXA06,M,2,4,5,0,6
FEDXA06,M,2,4,6,6,0
FEDXA06,M,2,4,7,0,1
FEDXA06,M,2,4,8,1,5
FEDXA06,M,2,4,9,0,0
FEDXA06,M,2,4,10,6,5
FEDXA06,M,2,4,11,5,5
FEDXA06,M,2,4,12,8,8
FEDXA06,M,2,4,13,14,16
FEDXA06,M,2,4,14,23,19
FEDXA06,M,2,4,15,19,13
FEDXA06,M,2,4,16,21,14
FEDXA06,M,2,4,17,21,19
FEDXA06,M,2,4,18,13,11
FEDXA06,M,2,4,19,13,4
FEDXA06,M,2,4,20,5,18
FEDXA06,M,2,4,21,17,13
FEDXA06,M,2,4,22,15,11
FEDXA06,M,2,4,23,15,3
FEDXA06,M,2,5,0,13,8
FEDXA06,M,2,5,1,5,0
FEDXA06,M,2,5,2,2,4
FEDXA06,M,2,5,3,7,7
FEDXA06,M,2,5,4,0,0
FEDXA06,M,2,5,5,3,4
FEDXA06,M,2,5,6,1,7
FEDXA06,M,2,5,7,0,0
FEDXA06,M,2,5,8,3,0
FEDXA06,M,2,5,9,0,0
FEDXA06,M,2,5,10,8,6
FEDXA06,M,2,5,11,0,0
FEDXA06,M,2,5,12,10,7
FEDXA06,M,2,5,13,20,17
FEDXA06,M,2,5,14,12,11
FEDXA06,M,2,5,15,21,20
FEDXA06,M,2,5,16,15,7
FEDXA06,M,2,5,17,24,20
FEDXA06,M,2,5,18,13,14
FEDXA06,M,2,5,19,11,8
FEDXA06,M,2,5,20,8,11
FEDXA06,M,2,5,21,13,8
FEDXA06,M,2,5,22,14,6
FEDXA06,M,2,5,23,12,12
FEDXA06,M,2,6,0,9,0
FEDXA06,M,2,6,1,6,7
FEDXA06,M,2,6,2,10,8
FEDXA06,M,2,6,3,2,5
FEDXA06,M,2,6,4,12,0
FEDXA06,M,2,6,5,8,2
FEDXA06,M,2,6,6,0,1
FEDXA06,M,2,6,7,0,5
FEDXA06,M,2,6,8,3,2
FEDXA06,M,2,6,9,0,0
FEDXA06,M,2,6,10,3,7
FEDXA06,M,2,6,11,3,5
FEDXA06,M,2,6,12,8,2
FEDXA06,M,2,6,13,25,21
FEDXA06,M,2,6,14,21,10
FEDXA06,M,2,6,15,13,19
FEDXA06,M,2,6,16,21,22
FEDXA06,M,2,6,17,13,14
FEDXA06,M,2,6,18,14,7
FEDXA06,M,2,6,19,17,17
FEDXA06,M,2,6,20,8,0
FEDXA06,M,2,6,21,17,11
FEDXA06,M,2,6,22,17,8
FEDXA06,M,2,6,23,10,14
FEDXA07,M,1,0,0,0,0
FEDXA07,M,1,0,1,0,0
FEDXA07,M,1,0,2,0,2
FEDXA07,M,1,0,3,0,1
FEDXA07,M,1,0,4,7,6
FEDXA07,M,1,0,5,2,7
FEDXA07,M,1,0,6,2,7
FEDXA07,M,1,0,7,0,4
FEDXA07,M,1,0,8,3,0
FEDXA07,M,1,0,9,0,9
FEDXA07,M,1,0,10,8,9
FEDXA07,M,1,0,11,6,0
FEDXA07,M,1,0,12,8,16
FEDXA07,M,1,0,13,10,8
FEDXA07,M,1,0,14,14,18
FEDXA07,M,1,0,15,10,10
FEDXA07,M,1,0,16,8,18
FEDXA07,M,1,0,17,17,16
FEDXA07,M,1,0,18,15,17
FEDXA07,M,1,0,19,0,0
FEDXA07,M,1,0,20,11,16
FEDXA07,M,1,0,21,0,0
FEDXA07,M,1,0,22,7,5
FEDXA07,M,1,0,23,14,8
FEDXA07,M,1,1,0,10,0
FEDXA07,M,1,1,1,6,12
FEDXA07,M,1,1,2,6,6
FEDXA07,M,1,1,3,0,8
FEDXA07,M,1,1,4,8,12
FEDXA07,M,1,1,5,2,0
FEDXA07,M,1,1,6,0,0
FEDXA07,M,1,1,7,4,8
FEDXA07,M,1,1,8,0,9
FEDXA07,M,1,1,9,7,0
FEDXA07,M,1,1,10,4,15
FEDXA07,M,1,1,11,7,0
FEDXA07,M,1,1,12,7,7
FEDXA07,M,1,1,13,10,7
FEDXA07,M,1,1,14,13,11
FEDXA07,M,1,1,15,13,15
FEDXA07,M,1,1,16,13,0
FEDXA07,M,1,1,17,0,23
FEDXA07,M,1,1,18,20,18
FEDXA07,M,1,1,19,9,3
FEDXA07,M,1,1,20,6,14
FEDXA07,M,1,1,21,7,0
FEDXA07,M,1,1,22,7,9
FEDXA07,M,1,1,23,8,12
FEDXA07,M,1,2,0,8,6
FEDXA07,M,1,2,1,6,7
FEDXA07,M,1,2,2,9,0
FEDXA07,M,1,2,3,4,10
FEDXA07,M,1,2,4,0,8
FEDXA07,M,1,2,5,5,0
FEDXA07,M,1,2,6,3,4
FEDXA07,M,1,2,7,3,0
FEDXA07,M,1,2,8,0,7
FEDXA07,M,1,2,9,7,0
FEDXA07,M,1,2,10,4,10
FEDXA07,M,1,2,11,6,7
FEDXA07,M,1,2,12,7,8
FEDXA07,M,1,2,13,11,8
FEDXA07,M,1,2,14,12,6
FEDXA07,M,1,2,15,20,15
FEDXA07,M,1,2,16,14,18
FEDXA07,M,1,2,17,15,17
FEDXA07,M,1,2,18,12,13
FEDXA07,M,1,2,19,3,5
FEDXA07,M,1,2,20,7,11
FEDXA07,M,1,2,21,2,0
FEDXA07,M,1,2,22,0,9
FEDXA07,M,1,2,23,10,12
FEDXA07,M,1,3,0,0,9
FEDXA07,M,1,3,1,19,1
FEDXA07,M,1,3,2,8,0
FEDXA07,M,1,3,3,6,11
FEDXA07,M,1,3,4,3,3
FEDXA07,M,1,3,5,5,8
FEDXA07,M,1,3,6,1,3
FEDXA07,M,1,3,7,5,4
FEDXA07,M,1,3,8,0,8
FEDXA07,M,1,3,9,3,8
FEDXA07,M,1,3,10,7,0
FEDXA07,M,1,3,11,4,9
FEDXA07,M,1,3,12,11,9
FEDXA07,M,1,3,13,9,9
FEDXA07,M,1,3,14,16,20
FEDXA07,M,1,3,15,15,0
FEDXA07,M,1,3,16,14,16
FEDXA07,M,1,3,17,13,19
FEDXA07,M,1,3,18,15,0
FEDXA07,M,1,3,19,6,11
FEDXA07,M,1,3,20,8,0
FEDXA07,M,1,3,21,3,6
FEDXA07,M,1,3,22,14,0
FEDXA07,M,1,3,23,3,11
FEDXA07,M,1,4,0,10,0
FEDXA07,M,1,4,1,8,11
FEDXA07,M,1,4,2,8,8
FEDXA07,M,1,4,3,6,0
FEDXA07,M,1,4,4,3,8
FEDXA07,M,1,4,5,10,0
FEDXA07,M,1,4,6,6,10
FEDXA07,M,1,4,7,0,0
FEDXA07,M,1,4,8,5,7
FEDXA07,M,1,4,9,7,5
FEDXA07,M,1,4,10,1,5
FEDXA07,M,1,4,11,6,6
FEDXA07,M,1,4,12,9,10
FEDXA07,M,1,4,13,13,9
FEDXA07,M,1,4,14,19,16
FEDXA07,M,1,4,15,14,14
FEDXA07,M,1,4,16,14,21
FEDXA07,M,1,4,17,17,9
FEDXA07,M,1,4,18,9,5
FEDXA07,M,1,4,19,10,15
FEDXA07,M,1,4,20,9,0
FEDXA07,M,1,4,21,0,10
FEDXA07,M,1,4,22,7,13
FEDXA07,M,1,4,23,7,0
FEDXA07,M,1,5,0,4,14
FEDXA07,M,1,5,1,8,5
FEDXA07,M,1,5,2,13,5
FEDXA07,M,1,5,3,8,11
FEDXA07,M,1,5,4,6,0
FEDXA07,M,1,5,5,6,7
FEDXA07,M,1,5,6,0,0
FEDXA07,M,1,5,7,5,10
FEDXA07,M,1,5,8,9,6
FEDXA07,M,1,5,9,8,9
FEDXA07,M,1,5,10,8,0
FEDXA07,M,1,5,11,4,7
FEDXA07,M,1,5,12,9,10
FEDXA07,M,1,5,13,11,12
FEDXA07,M,1,5,14,19,19
FEDXA07,M,1,5,15,13,12
FEDXA07,M,1,5,16,16,19
FEDXA07,M,1,5,17,16,0
FEDXA07,M,1,5,18,7,20
FEDXA07,M,1,5,19,8,3
FEDXA07,M,1,5,20,10,7
FEDXA07,M,1,5,21,7,15
FEDXA07,M,1,5,22,0,0
FEDXA07,M,1,5,23,6,14
FEDXA07,M,1,6,0,10,0
FEDXA07,M,1,6,1,10,11
FEDXA07,M,1,6,2,12,0
FEDXA07,M,1,6,3,4,10
FEDXA07,M,1,6,4,0,0
FEDXA07,M,1,6,5,8,5
FEDXA07,M,1,6,6,0,9
FEDXA07,M,1,6,7,6,4
FEDXA07,M,1,6,8,2,0
FEDXA07,M,1,6,9,0,8
FEDXA07,M,1,6,10,7,8
FEDXA07,M,1,6,11,7,7
FEDXA07,M,1,6,12,9,5
FEDXA07,M,1,6,13,10,14
FEDXA07,M,1,6,14,16,15
FEDXA07,M,1,6,15,19,17
FEDXA07,M,1,6,16,11,6
FEDXA07,M,1,6,17,18,23
FEDXA07,M,1,6,18,9,8
FEDXA07,M,1,6,19,0,11
FEDXA07,M,1,6,20,20,11
FEDXA07,M,1,6,21,0,0
FEDXA07,M,1,6,22,9,12
FEDXA07,M,1,6,23,9,5
FEDXA08,M,1,0,0,0,0
FEDXA08,M,1,0,1,0,0
FEDXA08,M,1,0,2,0,3
FEDXA08,M,1,0,3,0,13
FEDXA08,M,1,0,4,6,0
FEDXA08,M,1,0,5,2,0
FEDXA08,M,1,0,6,0,0
FEDXA08,M,1,0,7,4,11
FEDXA08,M,1,0,8,0,0
FEDXA08,M,1,0,9,6,5
FEDXA08,M,1,0,10,8,0
FEDXA08,M,1,0,11,7,9
FEDXA08,M,1,0,12,5,6
FEDXA08,M,1,0,13,16,17
FEDXA08,M,1,0,14,11,16
FEDXA08,M,1,0,15,16,11
FEDXA08,M,1,0,16,8,9
FEDXA08,M,1,0,17,13,15
FEDXA08,M,1,0,18,4,12
FEDXA08,M,1,0,19,6,12
FEDXA08,M,1,0,20,9,2
FEDXA08,M,1,0,21,5,8
FEDXA08,M,1,0,22,6,8
FEDXA08,M,1,0,23,1,11
FEDXA08,M,1,1,0,11,0
FEDXA08,M,1,1,1,0,10
FEDXA08,M,1,1,2,9,8
FEDXA08,M,1,1,3,0,0
FEDXA08,M,1,1,4,6,10
FEDXA08,M,1,1,5,0,6
FEDXA08,M,1,1,6,0,11
FEDXA08,M,1,1,7,0,0
FEDXA08,M,1,1,8,6,0
FEDXA08,M,1,1,9,5,13
FEDXA08,M,1,1,10,4,7
FEDXA08,M,1,1,11,6,7
FEDXA08,M,1,1,12,11,12
FEDXA08,M,1,1,13,10,9
FEDXA08,M,1,1,14,11,17
FEDXA08,M,1,1,15,13,16
FEDXA08,M,1,1,16,4,22
FEDXA08,M,1,1,17,12,3
FEDXA08,M,1,1,18,8,17
FEDXA08,M,1,1,19,8,11
FEDXA08,M,1,1,20,10,11
FEDXA08,M,1,1,21,4,6
FEDXA08,M,1,1,22,4,0
FEDXA08,M,1,1,23,7,12
FEDXA08,M,1,2,0,9,9
FEDXA08,M,1,2,1,2,10
FEDXA08,M,1,2,2,7,10
FEDXA08,M,1,2,3,5,5
FEDXA08,M,1,2,4,0,7
FEDXA08,M,1,2,5,7,2
FEDXA08,M,1,2,6,3,4
FEDXA08,M,1,2,7,0,0
FEDXA08,M,1,2,8,0,8
FEDXA08,M,1,2,9,8,0
FEDXA08,M,1,2,10,0,7
FEDXA08,M,1,2,11,6,7
FEDXA08,M,1,2,12,10,8
FEDXA08,M,1,2,13,18,11
FEDXA08,M,1,2,14,9,19
FEDXA08,M,1,2,15,8,21
FEDXA08,M,1,2,16,7,20
FEDXA08,M,1,2,17,14,10
FEDXA08,M,1,2,18,11,16
FEDXA08,M,1,2,19,10,2
FEDXA08,M,1,2,20,3,10
FEDXA08,M,1,2,21,0,5
FEDXA08,M,1,2,22,7,9
FEDXA08,M,1,2,23,7,8
FEDXA08,M,1,3,0,6,9
FEDXA08,M,1,3,1,0,6
FEDXA08,M,1,3,2,6,0
FEDXA08,M,1,3,3,6,9
FEDXA08,M,1,3,4,6,6
FEDXA08,M,1,3,5,0,2
FEDXA08,M,1,3,6,5,0
FEDXA08,M,1,3,7,0,3
FEDXA08,M,1,3,8,0,4
FEDXA08,M,1,3,9,0,3
FEDXA08,M,1,3,10,7,2
FEDXA08,M,1,3,11,8,8
FEDXA08,M,1,3,12,9,7
FEDXA08,M,1,3,13,12,8
FEDXA08,M,1,3,14,15,16
FEDXA08,M,1,3,15,2,12
FEDXA08,M,1,3,16,19,12
FEDXA08,M,1,3,17,13,15
FEDXA08,M,1,3,18,0,11
FEDXA08,M,1,3,19,15,12
FEDXA08,M,1,3,20,8,1
FEDXA08,M,1,3,21,1,14
FEDXA08,M,1,3,22,5,1
FEDXA08,M,1,3,23,7,9
FEDXA08,M,1,4,0,4,7
FEDXA08,M,1,4,1,10,5
FEDXA08,M,1,4,2,4,5
FEDXA08,M,1,4,3,7,0
FEDXA08,M,1,4,4,3,10
FEDXA08,M,1,4,5,7,6
FEDXA08,M,1,4,6,2,0
FEDXA08,M,1,4,7,4,0
FEDXA08,M,1,4,8,0,9
FEDXA08,M,1,4,9,5,0
FEDXA08,M,1,4,10,0,5
FEDXA08,M,1,4,11,12,8
FEDXA08,M,1,4,12,6,7
