Unnamed: 0,contrast,estimate,SE,df,t.ratio,p.value,Significance,Test Details
1,grain F order1 - pr F order1,0.068172400151045,0.0895309850118142,19,0.761439183787035,0.999611582892531,,"t(19) = 0.761, p = 9.996e-01"
2,grain F order1 - nr F order1,0.0156570279659173,0.0998205097342144,19,0.156851813395927,0.999999999973541,,"t(19) = 0.157, p = 1.000e+00"
3,grain F order1 - grain M order1,0.06256224250313,0.0652412273256587,19,0.958937240570962,0.997002214352688,,"t(19) = 0.959, p = 9.970e-01"
4,grain F order1 - pr M order1,0.0091701682025415,0.0905816857667772,19,0.101236448901516,1.0,,"t(19) = 0.101, p = 1.000e+00"
5,grain F order1 - nr M order1,-0.110438989765555,0.088837396748685,19,-1.24315878005723,0.977372364097092,,"t(19) = -1.243, p = 9.774e-01"
6,grain F order1 - grain F order2,0.0098851946484726,0.0652412273256587,19,0.151517607097267,0.999999999981889,,"t(19) = 0.152, p = 1.000e+00"
7,grain F order1 - pr F order2,0.213462510466126,0.0905816857667772,19,2.3565747166125,0.474357233329815,,"t(19) = 2.357, p = 4.744e-01"
8,grain F order1 - nr F order2,-0.0853656689513581,0.088837396748685,19,-0.960920424006252,0.996949681957621,,"t(19) = -0.961, p = 9.969e-01"
9,grain F order1 - grain M order2,0.0709939806666474,0.0652412273256587,19,1.08817665725804,0.991626237201633,,"t(19) = 1.088, p = 9.916e-01"
10,grain F order1 - pr M order2,0.181060657849801,0.0905816857667772,19,1.99886606566346,0.689347877152474,,"t(19) = 1.999, p = 6.893e-01"
11,grain F order1 - nr M order2,-0.191946093429666,0.088837396748685,19,-2.16064518383704,0.591686752421092,,"t(19) = -2.161, p = 5.917e-01"
12,pr F order1 - nr F order1,-0.0525153721851277,0.0470168394822394,19,-1.11694815652093,0.989748235202725,,"t(19) = -1.117, p = 9.897e-01"
13,pr F order1 - grain M order1,-0.005610157647915,0.0948407433913808,19,-0.0591534550163055,1.0,,"t(19) = -0.059, p = 1.000e+00"
14,pr F order1 - pr M order1,-0.0590022319485035,0.113769023290273,19,-0.51861420835058,0.999990811717557,,"t(19) = -0.519, p = 1.000e+00"
15,pr F order1 - nr M order1,-0.1786113899166,0.112385194421484,19,-1.5892786486336,0.893177599695383,,"t(19) = -1.589, p = 8.932e-01"
16,pr F order1 - grain F order2,-0.0582872055025724,0.0948407433913808,19,-0.614579804188561,0.999949900604896,,"t(19) = -0.615, p = 9.999e-01"
17,pr F order1 - pr F order2,0.145290110315081,0.113769023290273,19,1.27706212212427,0.972672668776877,,"t(19) = 1.277, p = 9.727e-01"
18,pr F order1 - nr F order2,-0.153538069102403,0.112385194421484,19,-1.36617701195214,0.95698218909388,,"t(19) = -1.366, p = 9.570e-01"
19,pr F order1 - grain M order2,0.0028215805156023,0.0948407433913808,19,0.0297507212059534,1.0,,"t(19) = 0.030, p = 1.000e+00"
20,pr F order1 - pr M order2,0.112888257698756,0.113769023290273,19,0.992258300493015,0.996014388953666,,"t(19) = 0.992, p = 9.960e-01"
21,pr F order1 - nr M order2,-0.260118493580711,0.112385194421484,19,-2.31452634770712,0.498972836144802,,"t(19) = -2.315, p = 4.990e-01"
22,nr F order1 - grain M order1,0.0469052145372127,0.092839733545009,19,0.505227802215448,0.999992956153155,,"t(19) = 0.505, p = 1.000e+00"
23,nr F order1 - pr M order1,-0.0064868597633757,0.112106378846617,19,-0.0578634314132208,1.0,,"t(19) = -0.058, p = 1.000e+00"
24,nr F order1 - nr M order1,-0.126096017731472,0.110701768020358,19,-1.13906055871016,0.988093079494596,,"t(19) = -1.139, p = 9.881e-01"
25,nr F order1 - grain F order2,-0.0057718333174446,0.092839733545009,19,-0.062169860867238,1.0,,"t(19) = -0.062, p = 1.000e+00"
26,nr F order1 - pr F order2,0.197805482500209,0.112106378846617,19,1.76444449044996,0.817616524697962,,"t(19) = 1.764, p = 8.176e-01"
27,nr F order1 - nr F order2,-0.101022696917275,0.110701768020358,19,-0.912566246446009,0.998034600284742,,"t(19) = -0.913, p = 9.980e-01"
28,nr F order1 - grain M order2,0.0553369527007301,0.092839733545009,19,0.596048163730484,0.999962949342388,,"t(19) = 0.596, p = 1.000e+00"
29,nr F order1 - pr M order2,0.165403629883884,0.112106378846617,19,1.4754167567056,0.930348711550844,,"t(19) = 1.475, p = 9.303e-01"
30,nr F order1 - nr M order2,-0.207603121395583,0.110701768020358,19,-1.87533699874969,0.759944990745933,,"t(19) = -1.875, p = 7.599e-01"
31,grain M order1 - pr M order1,-0.0533920743005885,0.0817302334777126,19,-0.653272014879882,0.999909125239244,,"t(19) = -0.653, p = 9.999e-01"
32,grain M order1 - nr M order1,-0.173001232268685,0.0911232414718221,19,-1.89854124452083,0.747113904568805,,"t(19) = -1.899, p = 7.471e-01"
33,grain M order1 - grain F order2,-0.0526770478546574,0.0622050695314829,19,-0.846828855773512,0.998979424672264,,"t(19) = -0.847, p = 9.990e-01"
34,grain M order1 - pr F order2,0.150900267962996,0.0884199905497026,19,1.70663067282474,0.844864337741177,,"t(19) = 1.707, p = 8.449e-01"
35,grain M order1 - nr F order2,-0.147927911454488,0.0866321879761882,19,-1.70753982913542,0.844452544637055,,"t(19) = -1.708, p = 8.445e-01"
36,grain M order1 - grain M order2,0.0084317381635173,0.0622050695314829,19,0.135547443753759,0.999999999994722,,"t(19) = 0.136, p = 1.000e+00"
37,grain M order1 - pr M order2,0.118498415346671,0.0884199905497026,19,1.34017674747501,0.962088543987528,,"t(19) = 1.340, p = 9.621e-01"
38,grain M order1 - nr M order2,-0.254508335932796,0.0866321879761882,19,-2.93780339476997,0.20299026797515,,"t(19) = -2.938, p = 2.030e-01"
39,pr M order1 - nr M order1,-0.119609157968097,0.0429203059450367,19,-2.78677319125514,0.259165076850038,,"t(19) = -2.787, p = 2.592e-01"
40,pr M order1 - grain F order2,0.000715026445931,0.0884199905497026,19,0.0080867057492973,1.0,,"t(19) = 0.008, p = 1.000e+00"
41,pr M order1 - pr F order2,0.204292342263584,0.108474507522286,19,1.88332122385173,0.755556224591338,,"t(19) = 1.883, p = 7.556e-01"
42,pr M order1 - nr F order2,-0.0945358371538996,0.10702224089849,19,-0.883328889025656,0.998518732884004,,"t(19) = -0.883, p = 9.985e-01"
43,pr M order1 - grain M order2,0.0618238124641058,0.0884199905497026,19,0.69920627767262,0.999825555572842,,"t(19) = 0.699, p = 9.998e-01"
44,pr M order1 - pr M order2,0.17189048964726,0.108474507522286,19,1.5846164557322,0.894890856590001,,"t(19) = 1.585, p = 8.949e-01"
45,pr M order1 - nr M order2,-0.201116261632208,0.10702224089849,19,-1.87920062170035,0.757824749696677,,"t(19) = -1.879, p = 7.578e-01"
46,nr M order1 - grain F order2,0.120324184414028,0.0866321879761882,19,1.38890852493648,0.952141268986208,,"t(19) = 1.389, p = 9.521e-01"
47,nr M order1 - pr F order2,0.323901500231681,0.10702224089849,19,3.02648774228993,0.174741289082094,,"t(19) = 3.026, p = 1.747e-01"
48,nr M order1 - nr F order2,0.0250733208141971,0.105549994370756,19,0.237549238762859,0.99999999758043,,"t(19) = 0.238, p = 1.000e+00"
49,nr M order1 - grain M order2,0.181432970432202,0.0866321879761882,19,2.09429052492673,0.632075891017305,,"t(19) = 2.094, p = 6.321e-01"
50,nr M order1 - pr M order2,0.291499647615356,0.10702224089849,19,2.72372962076024,0.285716921313922,,"t(19) = 2.724, p = 2.857e-01"
51,nr M order1 - nr M order2,-0.081507103664111,0.105549994370756,19,-0.772213245012675,0.99955773427107,,"t(19) = -0.772, p = 9.996e-01"
52,grain F order2 - pr F order2,0.203577315817653,0.0817302334777126,19,2.49084466243655,0.399249492585375,,"t(19) = 2.491, p = 3.992e-01"
53,grain F order2 - nr F order2,-0.0952508635998307,0.0911232414718221,19,-1.0452971389224,0.993909841293437,,"t(19) = -1.045, p = 9.939e-01"
54,grain F order2 - grain M order2,0.0611087860181747,0.0622050695314829,19,0.982376299527271,0.996331554628939,,"t(19) = 0.982, p = 9.963e-01"
55,grain F order2 - pr M order2,0.171175463201329,0.0884199905497026,19,1.93593623045128,0.725978530016075,,"t(19) = 1.936, p = 7.260e-01"
56,grain F order2 - nr M order2,-0.201831288078139,0.0866321879761882,19,-2.32974940138432,0.490011549858072,,"t(19) = -2.330, p = 4.900e-01"
57,pr F order2 - nr F order2,-0.298828179417484,0.0429203059450367,19,-6.96239630258368,6.12429941597714e-05,***,"t(19) = -6.962, p = 6.124e-05"
58,pr F order2 - grain M order2,-0.142468529799478,0.0884199905497026,19,-1.61127058387768,0.884878612620446,,"t(19) = -1.611, p = 8.849e-01"
59,pr F order2 - pr M order2,-0.0324018526163245,0.108474507522286,19,-0.29870476811953,0.999999971526145,,"t(19) = -0.299, p = 1.000e+00"
60,pr F order2 - nr M order2,-0.405408603895792,0.10702224089849,19,-3.78807807136386,0.0418677948880432,*,"t(19) = -3.788, p = 4.187e-02"
61,nr F order2 - grain M order2,0.156359649618005,0.0866321879761882,19,1.80486783574002,0.797356704834005,,"t(19) = 1.805, p = 7.974e-01"
62,nr F order2 - pr M order2,0.266426326801159,0.10702224089849,19,2.48944821715948,0.399998545307033,,"t(19) = 2.489, p = 4.000e-01"
63,nr F order2 - nr M order2,-0.106580424478308,0.105549994370756,19,-1.00976248377553,0.995398061424909,,"t(19) = -1.010, p = 9.954e-01"
64,grain M order2 - pr M order2,0.110066677183154,0.0817302334777126,19,1.34670699568194,0.960848450735206,,"t(19) = 1.347, p = 9.608e-01"
65,grain M order2 - nr M order2,-0.262940074096313,0.0911232414718221,19,-2.88554346673041,0.221254538961895,,"t(19) = -2.886, p = 2.213e-01"
66,pr M order2 - nr M order2,-0.373006751279467,0.0429203059450367,19,-8.69068248854367,2.51057906708319e-06,***,"t(19) = -8.691, p = 2.511e-06"
